t x y
4.15415 0.480678 0.878591
4.15916 0.452731 0.893231
4.16416 0.424338 0.906991
4.16917 0.395527 0.919858
4.17417 0.366327 0.931819
4.17918 0.336766 0.942862
4.18418 0.306873 0.952976
4.18919 0.276677 0.962151
4.19419 0.246209 0.970378
4.1992 0.215498 0.977648
4.2042 0.184575 0.983955
4.20921 0.15347 0.989292
4.21421 0.122214 0.993654
4.21922 0.0908368 0.997036
4.22422 0.0593705 0.999436
4.22923 0.0278457 1.00085
4.23423 -0.00370659 1.00128
4.23924 -0.0352552 1.00072
4.24424 -0.0667691 0.999179
4.24925 -0.0982172 0.996652
4.25425 -0.129569 0.993143
4.25926 -0.160792 0.988656
4.26426 -0.191858 0.983197
4.26927 -0.222735 0.97677
4.27427 -0.253393 0.969382
4.27928 -0.283801 0.961041
4.28428 -0.313931 0.951756
4.28929 -0.343752 0.941535
4.29429 -0.373235 0.930389
4.2993 -0.402352 0.91833
4.3043 -0.431075 0.905369
4.30931 -0.459374 0.891521
4.31431 -0.487223 0.876798
4.31932 -0.514594 0.861215
4.32432 -0.541461 0.844789
4.32933 -0.567798 0.827536
4.33433 -0.593579 0.809473
4.33934 -0.61878 0.790619
4.34434 -0.643376 0.770991
