t x y
2.25225 -0.304081 0.932801
2.25726 -0.334585 0.922484
2.26226 -0.364738 0.911201
2.26727 -0.39451 0.898966
2.27227 -0.423869 0.88579
2.27728 -0.452786 0.87169
2.28228 -0.481231 0.856679
2.28729 -0.509173 0.840776
2.29229 -0.536586 0.823998
2.2973 -0.56344 0.806362
2.3023 -0.589709 0.787888
2.30731 -0.615367 0.768598
2.31231 -0.640386 0.74851
2.31732 -0.664743 0.727649
2.32232 -0.688414 0.706035
2.32733 -0.711374 0.683694
2.33233 -0.733602 0.660648
2.33734 -0.755076 0.636924
2.34234 -0.775775 0.612546
2.34735 -0.79568 0.587541
2.35235 -0.814772 0.561935
2.35736 -0.833033 0.535756
2.36236 -0.850446 0.509032
2.36737 -0.866995 0.481791
2.37237 -0.882665 0.454062
2.37738 -0.897443 0.425873
2.38238 -0.911315 0.397255
2.38739 -0.92427 0.368237
2.39239 -0.936297 0.338849
2.3974 -0.947387 0.309122
2.4024 -0.957529 0.279086
2.40741 -0.966717 0.248772
2.41241 -0.974944 0.21821
2.41742 -0.982204 0.187432
2.42242 -0.988492 0.156469
2.42743 -0.993805 0.125351
2.43243 -0.998141 0.0941096
2.43744 -1.0015 0.0627761
2.44244 -1.00387 0.0313812
2.44745 -1.00527 -4.4416e-05
2.45245 -1.00568 -0.03147
2.45746 -1.00513 -0.0628649
2.46246 -1.00359 -0.0941991
2.46747 -1.00109 -0.125442
2.47247 -0.997626 -0.156565
2.47748 -0.993203 -0.187537
2.48248 -0.987828 -0.218329
2.48749 -0.98151 -0.248913
2.49249 -0.974257 -0.27926
2.4975 -0.966078 -0.309341
2.5025 -0.956984 -0.33913
2.50751 -0.946986 -0.368598
2.51251 -0.936095 -0.397718
2.51752 -0.924325 -0.426465
2.52252 -0.911688 -0.454812
2.52753 -0.898198 -0.482734
2.53253 -0.883871 -0.510205
2.53754 -0.868721 -0.537202
2.54254 -0.852765 -0.5637
2.54755 -0.83602 -0.589676
2.55255 -0.818502 -0.615108
2.55756 -0.800231 -0.639973
2.56256 -0.781223 -0.66425
2.56757 -0.7615 -0.687917
2.57257 -0.741079 -0.710955
2.57758 -0.719982 -0.733344
2.58258 -0.698229 -0.755064
2.58759 -0.675841 -0.776099
2.59259 -0.652839 -0.796429
2.5976 -0.629247 -0.816037
2.6026 -0.605086 -0.834909
2.60761 -0.580379 -0.853027
2.61261 -0.555149 -0.870377
2.61762 -0.529421 -0.886944
2.62262 -0.503217 -0.902716
2.62763 -0.476563 -0.917679
2.63263 -0.449482 -0.931822
2.63764 -0.422 -0.945132
2.64264 -0.394141 -0.957599
2.64765 -0.365932 -0.969213
2.65265 -0.337397 -0.979966
2.65766 -0.308562 -0.989848
